step,time,offset,measured_position,position,velocity,absolute_error
62,6.2,0.0,0.2999999999999973,0.29999999999999905,1.6956133467002393e-14,9.43689570931383e-16
63,6.300000000000001,0.0,0.29999999999999905,0.29999999999999966,6.005297269563347e-15,3.3306690738754696e-16
64,6.4,0.0,0.29999999999999966,0.2999999999999999,2.119516683375299e-15,1.1102230246251565e-16
65,6.5,0.0,0.2999999999999999,0.29999999999999993,7.065055611250997e-16,5.551115123125783e-17
66,6.6000000000000005,0.0,0.29999999999999993,0.3,3.5325278056254984e-16,0.0
67,6.7,0.0,0.3,0.3,-0.0,0.0
68,6.800000000000001,0.0,0.3,0.3,-0.0,0.0
69,6.9,0.0,0.3,0.3,-0.0,0.0
70,7.0,0.0,0.3,0.3,-0.0,0.0
71,7.1000000000000005,0.0,0.3,0.3,-0.0,0.0
72,7.2,0.0,0.3,0.3,-0.0,0.0
73,7.300000000000001,0.0,0.3,0.3,-0.0,0.0
74,7.4,0.0,0.3,0.3,-0.0,0.0
75,7.5,0.0,0.3,0.3,-0.0,0.0
76,7.6000000000000005,0.0,0.3,0.3,-0.0,0.0
77,7.7,0.0,0.3,0.3,-0.0,0.0
78,7.800000000000001,0.0,0.3,0.3,-0.0,0.0
79,7.9,0.0,0.3,0.3,-0.0,0.0
80,8.0,0.0,0.3,0.3,-0.0,0.0
81,8.1,0.0,0.3,0.3,-0.0,0.0
82,8.200000000000001,0.0,0.3,0.3,-0.0,0.0
83,8.3,0.0,0.3,0.3,-0.0,0.0
84,8.4,0.0,0.3,0.3,-0.0,0.0
85,8.5,0.0,0.3,0.3,-0.0,0.0
86,8.6,0.0,0.3,0.3,-0.0,0.0
87,8.700000000000001,0.0,0.3,0.3,-0.0,0.0
88,8.8,0.0,0.3,0.3,-0.0,0.0
89,8.9,0.0,0.3,0.3,-0.0,0.0
90,9.0,0.0,0.3,0.3,-0.0,0.0
91,9.1,0.0,0.3,0.3,-0.0,0.0
92,9.200000000000001,0.0,0.3,0.3,-0.0,0.0
93,9.3,0.0,0.3,0.3,-0.0,0.0
94,9.4,0.0,0.3,0.3,-0.0,0.0
95,9.5,0.0,0.3,0.3,-0.0,0.0
96,9.600000000000001,0.0,0.3,0.3,-0.0,0.0
97,9.700000000000001,0.0,0.3,0.3,-0.0,0.0
98,9.8,0.0,0.3,0.3,-0.0,0.0
99,9.9,0.0,0.3,0.3,-0.0,0.0
100,10.0,0.0,0.3,0.3,-0.0,0.0
